,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,location_lat,location_lng,price,neighborhood_name,district_name,extras_Terreno,price_per_m2,built_area_ratio,district_avg_price,neighborhood_avg_price
1152,3,2,0,245.0,-17.774884,-63.187094,333333.33,Barrio Panamericano,Distrito 11,319.0,1360.5442040816326,0.768025078369906,301114.7905882353,382888.88833333337
1153,3,3,0,200.0,-17.788799,-63.176644,330000.0,Barrio Lindo,Distrito 11,668.0,1650.0,0.2994011976047904,301114.7905882353,289717.63363636367
1154,4,6,0,524.84,-17.791996,-63.168705,327075.0,Barrio Lindo,Distrito 11,384.0,623.1899245484337,1.3667708333333335,301114.7905882353,289717.63363636367
1155,3,6,0,327.0,-17.82072048,-63.17394912,326580.46,Barrio Guaracal,Distrito Municipal 4Â ,594.75,998.7170030581041,0.5498108448928121,302332.25692307693,326580.46
1156,5,5,0,376.0,-17.797405,-63.205222,323275.86,BARRIO URBARI,Distrito Municipal 4Â ,366.8,859.7762234042552,1.025081788440567,302332.25692307693,320495.3111764706
1160,3,4,0,200.0,-17.816606,-63.181219,316810.34,BARRIO VICTORIA,Distrito Municipal 4Â ,478.71,1584.0517000000002,0.4177894758831025,302332.25692307693,258439.65500000003
1162,2,4,3,306.0,-17.76043969,-63.15187234,316091.95,Barrio Chino,Distrito 2,306.0,1032.98022875817,1.0,262300.65133333334,262300.65133333334
1165,6,6,0,210.0,-17.76409,-63.167492,309000.0,Barrio Chino,Distrito 2,229.33,1471.4285714285713,0.9157109841712815,262300.65133333334,262300.65133333334
1167,6,6,0,405.0,-17.724151,-63.166446,306752.87,Barrio Santa Isabel.,Distrito 5,390.0,757.4144938271605,1.0384615384615385,254362.07609756096,254362.07609756096
1168,4,3,0,392.0,-17.731004,-63.172586,305000.0,Barrio Santa Isabel.,Distrito 5,311.0,778.0612244897959,1.2604501607717042,254362.07609756096,254362.07609756096
1169,3,4,0,312.08,-17.742086,-63.160915,303448.28,Barrio Santa Isabel.,Distrito 5,336.38,972.3413227377597,0.9277602711219454,254362.07609756096,254362.07609756096
1171,3,4,2,280.0,-17.81975,-63.188038,300287.36,BARRIO VICTORIA,Distrito Municipal 4Â ,240.0,1072.454857142857,1.1666666666666667,302332.25692307693,258439.65500000003
1172,7,2,0,240.0,-17.732347,-63.142076,300000.0,Barrio Santa Isabel.,Distrito 5,495.0,1250.0,0.48484848484848486,254362.07609756096,254362.07609756096
1175,6,6,3,578.0,-17.814579,-63.15317,295000.0,Barrio Soberanía Nacional,Distrito Municipal 3,418.0,510.38062283737025,1.3827751196172249,242325.77823529413,240000.0
1176,6,5,0,300.0,-17.730149,-63.169127,280000.0,Barrio Santa Isabel.,Distrito 5,264.0,933.3333333333334,1.1363636363636365,254362.07609756096,254362.07609756096
1179,8,6,0,454.75,-17.786939,-63.179131,290000.0,Barrio Lindo,Distrito 11,411.06,637.7130291368884,1.1062861869313483,301114.7905882353,289717.63363636367
1180,4,4,0,266.0,-17.797384,-63.20567,290000.0,BARRIO URBARI,Distrito Municipal 4Â ,360.0,1090.2255639097743,0.7388888888888889,302332.25692307693,320495.3111764706
1181,5,6,0,397.0,-17.76825,-63.155232,295000.0,Barrio Chino,Distrito 2,330.0,743.0730478589421,1.2030303030303031,262300.65133333334,262300.65133333334
1182,4,3,0,218.0,-17.822168,-63.182013,280000.0,BARRIO VICTORIA,Distrito Municipal 4Â ,445.0,1284.4036697247707,0.4898876404494382,302332.25692307693,258439.65500000003
1183,6,4,0,337.0,-17.772847168595,-63.157569277094,281609.2,Barrio Chino,Distrito 2,346.0,835.6356083086054,0.9739884393063584,262300.65133333334,262300.65133333334
1184,5,4,0,200.0,-17.7794756,-63.1673298,280000.0,Barrio Lindo,Distrito 11,394.54,1400.0,0.5069194504993156,301114.7905882353,289717.63363636367
1185,5,4,0,477.66,-17.731685,-63.17191,280000.0,Barrio Santa Isabel.,Distrito 5,465.96,586.191014529163,1.0251094514550607,254362.07609756096,254362.07609756096
1189,5,3,2,471.34,-17.776775,-63.176151,266522.99,Barrio Lindo,Distrito 11,286.0,565.4580345398226,1.6480419580419579,301114.7905882353,289717.63363636367
1190,7,5,0,346.0,-17.83512,-63.189053,265000.0,Barrio Saguapac sur,Distrito 9Â ,543.97,765.8959537572255,0.636064488850488,181665.38944444444,193214.79875000002
1191,4,4,0,323.0,-17.713042,-63.164971,265000.0,Barrio Santa Isabel.,Distrito 5,456.0,820.4334365325077,0.7083333333333334,254362.07609756096,254362.07609756096
1194,3,3,2,290.0,-17.771974,-63.151902,260000.0,Barrio Chino,Distrito 2,366.75,896.551724137931,0.7907293796864349,262300.65133333334,262300.65133333334
1195,5,3,0,437.0,-17.733925,-63.147089,260000.0,Barrio Santa Isabel.,Distrito 5,840.0,594.9656750572083,0.5202380952380953,254362.07609756096,254362.07609756096
1196,6,4,2,404.15,-17.746929,-63.155916,239000.0,Barrio Santa Isabel.,Distrito 5,432.0,591.3645923543239,0.9355324074074074,254362.07609756096,254362.07609756096
1197,4,6,0,272.0,-17.754082,-63.183757,230000.0,Barrio el Manchon,Distrito Municipal 1,228.81,845.5882352941177,1.1887592325510248,326457.26420000003,348191.09192307695
1198,4,4,2,300.0,-17.730853,-63.154682,258620.69,Barrio Santa Isabel.,Distrito 5,475.0,862.0689666666667,0.631578947368421,254362.07609756096,254362.07609756096
1199,6,5,4,324.53,-17.813435,-63.207558,230000.0,Barrio Flamingo,Distrito 10,541.14,708.7172218284904,0.599715415604095,206384.339375,196250.0
1201,4,4,5,300.0,-17.79880999,-63.18481926,235000.0,Barrio Fé y Alegrí­a,Distrito 11,308.7,783.3333333333334,0.9718172983479106,301114.7905882353,261130.2683333333
1202,3,4,3,245.0,-17.82652,-63.17934,230000.0,Barrio Transportista,Distrito 9Â ,531.0,938.7755102040817,0.4613935969868173,181665.38944444444,185000.0
1203,6,5,0,249.0,-17.729322,-63.157434,230000.0,Barrio Santa Isabel.,Distrito 5,420.0,923.6947791164658,0.5928571428571429,254362.07609756096,254362.07609756096
1204,8,4,2,290.0,-17.750322,-63.193792,230000.0,Barrio el Manchon,Distrito Municipal 1,295.98,793.1034482758621,0.9797959321575782,326457.26420000003,348191.09192307695
1205,3,3,0,430.0,-17.753903,-63.188662,230000.0,Barrio el Manchon,Distrito Municipal 1,427.75,534.8837209302326,1.0052600818234951,326457.26420000003,348191.09192307695
1206,8,4,0,360.0,-17.750526,-63.194131,255000.0,Barrio el Manchon,Distrito Municipal 1,295.98,708.3333333333334,1.2162983985404419,326457.26420000003,348191.09192307695
1209,3,3,0,430.0,-17.79691,-63.175528,251436.78,Barrio Lindo,Distrito 11,577.86,584.7366976744186,0.7441248745370851,301114.7905882353,289717.63363636367
1210,5,5,0,280.0,-17.738747,-63.182545,253232.76,Barrio Santa Isabel.,Distrito 5,312.0,904.4027142857143,0.8974358974358975,254362.07609756096,254362.07609756096
1211,3,3,2,220.0,-17.739122,-63.17894,255000.0,Barrio Santa Isabel.,Distrito 5,240.0,1159.090909090909,0.9166666666666666,254362.07609756096,254362.07609756096
