,characteristics_bedrooms,characteristics_bathrooms,characteristics_garages,characteristics_area,location_lat,location_lng,price,neighborhood_name,district_name,extras_Terreno,price_per_m2
1194,3,3,2,290.0,-17.771974,-63.151902,260000.0,Barrio Chino,Distrito 2,366.75,896.551724137931
1195,5,3,0,437.0,-17.733925,-63.147089,260000.0,Barrio Santa Isabel.,Distrito 5,840.0,594.9656750572083
1196,6,4,2,404.15,-17.746929,-63.155916,239000.0,Barrio Santa Isabel.,Distrito 5,432.0,591.3645923543239
1197,4,6,0,272.0,-17.754082,-63.183757,230000.0,Barrio el Manchon,Distrito Municipal 1,228.81,845.5882352941177
1198,4,4,2,300.0,-17.730853,-63.154682,258620.69,Barrio Santa Isabel.,Distrito 5,475.0,862.0689666666667
1199,6,5,4,324.53,-17.813435,-63.207558,230000.0,Barrio Flamingo,Distrito 10,541.14,708.7172218284904
1201,4,4,5,300.0,-17.79880999,-63.18481926,235000.0,Barrio FÃ© y AlegrÃ­a,Distrito 11,308.7,783.3333333333334
1202,3,4,3,245.0,-17.82652,-63.17934,230000.0,Barrio Transportista,Distrito 9Â ,531.0,938.7755102040817
1203,6,5,0,249.0,-17.729322,-63.157434,230000.0,Barrio Santa Isabel.,Distrito 5,420.0,923.6947791164658
1204,8,4,2,290.0,-17.750322,-63.193792,230000.0,Barrio el Manchon,Distrito Municipal 1,295.98,793.1034482758621
1205,3,3,0,430.0,-17.753903,-63.188662,230000.0,Barrio el Manchon,Distrito Municipal 1,427.75,534.8837209302326
1206,8,4,0,360.0,-17.750526,-63.194131,255000.0,Barrio el Manchon,Distrito Municipal 1,295.98,708.3333333333334
1209,3,3,0,430.0,-17.79691,-63.175528,251436.78,Barrio Lindo,Distrito 11,577.86,584.7366976744186
1210,5,5,0,280.0,-17.738747,-63.182545,253232.76,Barrio Santa Isabel.,Distrito 5,312.0,904.4027142857143
1211,3,3,2,220.0,-17.739122,-63.17894,255000.0,Barrio Santa Isabel.,Distrito 5,240.0,1159.090909090909
